      0.10000000       -2.30258509       10.00000000
      0.20000000       -1.60943791        5.00000000
      0.30000000       -1.20397280        3.33333337
      0.40000000       -0.91629073        2.50000000
      0.50000000       -0.69314718        2.00000000
      0.60000000       -0.51082562        1.66666663
      0.70000000       -0.35667494        1.42857141
      0.80000000       -0.22314355        1.25000000
      0.90000000       -0.10536052        1.11111112
      1.00000000       -0.00000000        1.00000000
      1.10000000        0.09531018        0.90909081
      1.20000000        0.18232156        0.83333323
      1.30000000        0.26236426        0.76923067
      1.40000000        0.33647224        0.71428562
      1.50000000        0.40546511        0.66666660
      1.60000000        0.47000363        0.62499993
      1.70000000        0.53062825        0.58823520
      1.80000000        0.58778666        0.55555551
      1.90000000        0.64185389        0.52631573
      2.00000000        0.69314718        0.50000006
      2.10000000        0.74193734        0.47619054
      2.20000000        0.78845736        0.45454547
      2.30000000        0.83290912        0.43478267
      2.40000000        0.87546874        0.41666671
      2.50000000        0.91629073        0.40000004
      2.60000000        0.95551145        0.38461541
      2.70000000        0.99325177        0.37037041
      2.80000000        1.02961942        0.35714288
      2.90000000        1.06471074        0.34482762
